"id","title","grade","value"
46,"El lavado de las manos",8,"• Debes lavarte las manos con frecuencia entre 30 y 50 segundos."
46,"El lavado de las manos",8," • Se estima que 1 de cada 3 personas no se lava las manos después de ir al baño."
46,"El lavado de las manos",8," • Lavarse las manos cuesta, más o menos, entre 70 a 90 céntimos, pero permite ahorrar mucho dinero en medicamentos y consultas médicas."
47,"El anillo volador1",8,"Vamos a aprender un truco casero para conseguir que un objeto levite."
47,"El anillo volador1",8," Se trata de un anillo de plástico, muy fácil de conseguir a partir de cualquier bolsa que tengamos en casa."
47,"El anillo volador1",8," Conseguiremos que este anillo se eleve y se mueva sin tocarlo."
47,"El anillo volador1",8," Con un simple globo y un poquito de electricidad estática, podremos manejar el anillo a nuestro antojo."
47,"El anillo volador1",8," Este divertido experimento puede ser perfectamente realizado por niños y adolescentes de cualquier edad, ya que no entraña ningún riesgo."
47,"El anillo volador1",8,"Materiales - un globo - una bolsa de plástico - unas tijeras - una prenda de lana o nuestro propio pelo Procedimiento 1."
47,"El anillo volador1",8," Para hacer nuestro anillo volador, el primer paso es poner la bolsa de plástico en una mesa o cualquier otra superficie y estirarla bien."
47,"El anillo volador1",8," Una vez estirada, tenemos que doblarla a lo largo en cuatro partes."
47,"El anillo volador1",8," 2."
47,"El anillo volador1",8," Luego cortamos la parte inferior de la bolsa, medimos unos tres o cuatro dedos desde la línea de corte y volvemos a cortar."
47,"El anillo volador1",8," Cogemos el trozo recortado y lo abrimos."
47,"El anillo volador1",8," ¡Este será nuestro anillo volador! 3."
47,"El anillo volador1",8," Posteriormente, inflamos un globo y lo anudamos."
47,"El anillo volador1",8," Para que nuestro anillo “vuele”, lo único que tenemos que hacer es frotar repetidas veces el globo con alguna prenda de lana o con nuestro cabello."
47,"El anillo volador1",8," Lo mismo debemos hacer con la parte externa del anillo de plástico."
47,"El anillo volador1",8," 4."
47,"El anillo volador1",8," Finalmente, lanzamos hacia arriba el anillo de plástico y colocamos la parte que hemos frotado del globo de cara al anillo."
47,"El anillo volador1",8," Comprobaremos que no se juntan, sino que se separan una y otra vez; esto dará la sensación de que el anillo está levitando."
47,"El anillo volador1",8,"Explicación Al frotar el anillo y el globo con lana o cabello, ambos se llenan de carga eléctrica negativa."
47,"El anillo volador1",8," Al igual que en los imanes, las cargas del mismo tipo se repelen."
47,"El anillo volador1",8," Por eso, cuando el anillo se ubica sobre el globo, este último lo expulsa hacia arriba, y se consigue que el anillo de plástico “levite”."
47,"El anillo volador1",8,"Libro 1."
47,"El anillo volador1",8,"indb 7 ."
48,"Energía solar en Arequipa2",8,"¿Cómo se obtiene energía eléctrica a través del sol? “Es muy fácil: solo necesitamos del astro rey”, dice Enrique Barbudo, director general de expansión internacional de T-Solar, la empresa española que recientemente ha instalado en los desiertos arequipeños de La Joya y Majes dos plantas de energía fotovoltaica, las primeras de su tipo en Latinoamérica."
48,"Energía solar en Arequipa2",8,"Antes de su instalación, la empresa española realizó estudios sobre los altos niveles de energía solar en Moquegua y Tacna."
48,"Energía solar en Arequipa2",8," Sin embargo, se decidieron por los desiertos mistianos debido a sus dos mil horas de sol al año y cielos despejados, que garantizan el acceso a la fuente natural."
48,"Energía solar en Arequipa2",8," Incluso en días nublados, los paneles pueden aprovechar la luz, aunque con una captación de un 20 % y 30 % de su producción."
48,"Energía solar en Arequipa2",8,"Una de las principales características de la energía fotovoltaica es que no produce contaminación."
48,"Energía solar en Arequipa2",8," La generación de corriente eléctrica mediante radiación solar no emite gases invernadero ni residuos tóxicos."
48,"Energía solar en Arequipa2",8," De acuerdo con un balance hecho por la empresa española T-Solar, la generación de 245 gigavatios/hora (GWh) evita la emisión de 87 000 toneladas de CO2, que luego se almacena en la capa de ozono."
48,"Energía solar en Arequipa2",8," La energía fotovoltaica tampoco genera problemas de salud."
48,"Energía solar en Arequipa2",8," Por eso, es ampliamente usada por los hospitales de países desarrollados de Europa."
51,"Los niños y los teléfonos celulares2",8,"En los últimos años, se han realizado estudios sobre los posibles efectos negativos que puede producir el uso de celulares."
64,"Un pez que regenera su corazón podría salvarnos de morir de un infarto3",8,"indb 64 ."
48,"Energía solar en Arequipa2",8," Asimismo, aunque la expectativa de utilidad de las plantas de energía solar oscila entre 10 y 15 años, al ser instaladas con material prefabricado, su desmantelamiento no produce impacto ambiental en el suelo."
48,"Energía solar en Arequipa2",8,"Entre T-Solar y la generadora eléctrica de Arequipa (EGASA) existe la posibilidad de una alianza público-privada para desarrollar esta tecnología, cuyas ventajas son tanto ambientales como sociales."
48,"Energía solar en Arequipa2",8," T-Solar ya viene aportando un beneficio económico de 90 000 dólares anuales al Gobierno Regional de Arequipa por las operaciones en Majes."
48,"Energía solar en Arequipa2",8," En La Joya, creó un fondo social cerca de la Oficina de Desarrollo Compañía de Jesús con el fin de ejecutar acciones para la educación de la población de la zona."
48,"Energía solar en Arequipa2",8,"Libro 1."
48,"Energía solar en Arequipa2",8,"indb 9 ."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"Las rocas de la región de Kimberley, al noroeste de Australia, están pintadas, talladas y grabadas con los vestigios del arte aborigen."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Desafortunadamente, es casi imposible determinar el momento en que se hicieron la mayoría de estos dibujos, aparte de que algunos están hechos al carbón, otros muchos están pintados con ocre, un pigmento mineral que carece del carbono orgánico necesario para la técnica radiactiva de datación."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Al no tener una escala absoluta, los arqueólogos se basan en conjeturas para fechar la mayor parte del arte aborigen."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Pero esto cambiará muy pronto."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Dos investigadores australianos descubrieron una manera de utilizar nidos de avispa fosilizados para determinar la edad de los gráficos prehistóricos."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"Grahame Walsh, especialista del Centro de Investigación de Arte Rupestre Takarakka, en Carnarvon Gorge, estudiaba las pinturas de Kimberley cuando se dio cuenta de que un nido de avispa, que él suponía de origen reciente, era en realidad un fósil."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Los nidos de avispa generalmente no perduran, ya que están compuestos de arena, cieno y granos de polen."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Pero Walsh descubrió que el agua que penetró en la arenisca contenía silicio, un mineral que llenó los poros del nido y los protegió del deterioro del tiempo."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"Walsh advirtió que sería posible fechar el nido gracias a la acumulación de granos de arena."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Se puso en contacto con Richard Roberts, geólogo de la Universidad La Trobe, en Melbourne, quien se especializa en leer estos pequeños cronómetros mediante un método conocido como datación por luminiscencia óptica."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," La radiación de los microelementos radiactivos de la arena bombardea los granos, haciendo que sus átomos disparen electrones."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Estos quedan atrapados dentro de las imperfecciones de la estructura cristalina de los granos."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Los electrones desplazados quedan allí hasta que los libera la radiación ultravioleta de la luz solar."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Cuando los electrones recuperan posiciones más estables, cada uno emite un fotón al cual son expuestos los granos de arena."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Los geólogos miden la intensidad de la luz que emiten los granos, y estiman de esta manera cuándo fue la última vez que estuvieron expuestos a la luz solar."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"Hace dos años, Roberts se unió a Walsh en una expedición a Kimberley en busca de nidos de avispa petrificados sobre gráficos prehistóricos."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Los investigadores hallaron dos nidos fosilizados sobre una pintura de una figura humana de color morado."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Las líneas del cuerpo estirado, la cabeza pequeña y el tocado semicircular de la figura pertenecen a un estilo que los arqueólogos databan en 5000 años."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Roberts y Walsh recogieron los nidos y examinaron sus granos de arena."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"Libro 1."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"indb 17 Con su técnica de datación por luminiscencia óptica, Roberts descubrió que los nidos tenían más de 17 000 años."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Esto significa que la pintura rupestre que yacía debajo es la representación más antigua de un ser humano."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Roberts cree que la figura es incluso más vieja que el nido, ya que en esa época (la Edad Glacial), la región de Kimberley era un lugar árido e inhóspito para los humanos."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"“Probablemente las pinturas se hicieron durante un período previo más húmedo”, dice Roberts, “quizás hace 25 000 o 30 000 años, o tal vez antes de la mayor intensidad de la época glacial”."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Si tiene razón, la figura podría competir con las que se supone son las pinturas más antiguas de animales, ubicadas en la cueva de Chauvet, en Francia."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Se calcula que la antigüedad de estas es de 30 000 años."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8,"Aunque el polen de los nidos petrificados está demasiado disperso para ser fechado, sí se puede utilizar para identificar qué plantas visitaban las avispas para construir sus colmenas hace miles de años."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Los nidos que Walsh y Roberts encontraron contienen polen de eucalipto y de varias plantas y pastos florecientes."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," Los científicos creen que esto ofrece información importante que posibilita una reconstrucción detallada del medio donde vivían los artistas prehistóricos."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," “Creo que la mayor aplicación global de este enfoque es que con la ayuda de los nidos preservados, se podrá examinar la historia de la vegetación para inferir cuál fue el clima del pasado”, dice Roberts."
49,"Rocas pintadas de la región de Kimberley al noroeste de Australia1",8," “Esa no era la meta de nuestro proyecto, ya que el hallazgo del polen fue solo suerte; pero la posibilidad de datar el arte rupestre y de reconstruir el medioambiente del pasado hace de los nidos de avispa cápsulas de tiempo extremadamente útiles”."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Estoy de acuerdo en prohibir los fuegos artificiales; sin embargo, estos son una forma tradicional china de celebración, así que es difícil dar una opinión al respecto."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," ¿Por qué no usarlos un solo día? Escuchar los fuegos artificiales tronando desde las 5 de la tarde hasta las 6 de la mañana causa sordera."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," El año pasado, uno de mis vecinos estaba lanzándolos desde la ventana de su departamento y las chispas rebotaban en las casas, lo cual es ridículamente estúpido y peligroso."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Carlos (China)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Como tradición, suma a la felicidad del festival."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," No deberían prohibirse totalmente."
51,"Los niños y los teléfonos celulares2",8," Aunque todavía no hay pruebas definitivas, se estima que el uso de los teléfonos móviles es perjudicial, sobre todo, en los menores."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Sin embargo, su tiempo de uso debería ser reducido; por ejemplo, que sean permitidos solo durante la noche de Año Nuevo, el primer día del Año Nuevo Lunar y del Festival de las Linternas."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Mirian (China)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Prohibir los fuegos artificiales no resolvería los problemas de la contaminación del aire y otros similares."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Además, esa medida no tendría en cuenta el placer y las expectativas que los chinos tienen con respecto a los fuegos artificiales durante los festivales."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Lo que importa es que se controle su uso para asegurar que disminuyan las posibilidades de una severa contaminación del aire, incendios, entre otros problemas."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Teresa (Malasia)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Libro 1."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"indb 22 Creo que apoyaría una medida que limite el periodo de uso de los fuegos artificiales."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," La cantidad de desorden que crean es intolerable."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Yo estoy cansado de huir del país para poder alejarme del constante estruendo de los fuegos artificiales."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Corro el riesgo de quedarme sordo."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Manuel (China)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Yo vivo en Australia y no se nos permite ningún tipo de fuegos artificiales."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Eso no es divertido porque todo lo que se considera “inseguro” está prohibido."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Pero hay miles de millones de cosas que no son seguras."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Así que, ¿por qué arruinar la diversión? Dejen que los fuegos artificiales sean legales."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Es divertido y, como he dicho antes, hay montones de cosas que no son seguras, como los cuchillos, carros, cerillos, etc."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,", y no por eso prohibimos que se usen."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Tania (Australia)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Me encantan los fuegos artificiales, pero manténganlos en exhibiciones organizadas."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Creo que venderlos directamente al público debería estar prohibido."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," No tengo ningún problema con las demostraciones de todo tipo de celebraciones, pero lanzar fuegos artificiales sin parar durante semanas en la calle y en las primeras horas de la mañana debe terminar."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Es molesto para la mayoría de los animales y niños pequeños, pone las vidas en peligro y cuesta una fortuna."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Por favor, es suficiente."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Prohíban la venta de fuegos artificiales a menos que un organizador obtenga una licencia."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"José (Inglaterra)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"La mayoría de las ciudades en China tienen edificios muy cerca unos de otros."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," En algunos lugares, los fuegos artificiales fueron la principal causa de incendios que terminaron causando víctimas mortales."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Si de verdad le importa al Gobierno chino, entonces debería permitir que solo se lancen fuegos artificiales en zonas establecidas."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Recuerden: las felices temporadas de vacaciones no deberían convertirse en desastres fatales con pérdidas humanas."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Miguel (Reino Unido)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Cada año, por lo general durante los meses de verano, las salas de emergencia están llenas de lesiones relacionadas con fuegos artificiales, incluyendo quemaduras y desmembramiento."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Los niños que juegan sin supervisión pueden llegar a lesionarse tan gravemente como para perder un dedo o incluso una mano entera."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," En el 2008, hubo 7000 lesiones causadas por fuegos artificiales."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Casi la mitad de las lesiones relacionadas con fuegos artificiales se dieron en niños menores de 15 años, y la gran mayoría de estas se produjeron en los meses de junio y julio."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," La prohibición de fuegos artificiales impediría la mayoría de las lesiones."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Rubén (Estados Unidos)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Una desventaja específica de la prohibición de fuegos artificiales es que la prohibición origina la compra y venta ilegal de pirotécnicos."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Al igual que la compra y venta de drogas ilegales, la gente encontrará maneras de comprarlos sin importar lo que cuesten."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Los fuegos artificiales se han convertido en una tradición y han sido una forma de entretenimiento durante muchos años, y la opinión general es que el Año Nuevo no sería lo mismo sin ellos."
50,"¿Se deberían prohibir los fuegos artificiales?1",8," Cuando se prohíbe su compra y venta, la gente simplemente se va a comprarlos al mercado negro (lugares donde los venden de manera ilegal)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Julia (Perú)."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"Libro 1."
50,"¿Se deberían prohibir los fuegos artificiales?1",8,"indb 23 ."
51,"Los niños y los teléfonos celulares2",8,"¿Deberían los niños tener teléfono celular? ¿Existe una necesidad real de que un niño cuente con su propio teléfono celular? Los padres deben considerar diferentes factores, como la edad, dónde el niño utilizará el celular, en qué momento y circunstancia lo usará, etc."
51,"Los niños y los teléfonos celulares2",8,"Un padre o madre también podría considerar la posibilidad de dar un celular a su hijo si el niño o niña tiene que permanecer solo en casa o si sabe que algunas veces no podrá ir a buscarlo en la escuela."
51,"Los niños y los teléfonos celulares2",8," Puede usar el celular para avisarle que alguien más lo va a recoger, manteniéndolo informado y seguro."
51,"Los niños y los teléfonos celulares2",8,"Muchos adolescentes piden un celular cuando comienzan la Secundaria, ya que muchos de sus compañeros ya tienen el suyo."
51,"Los niños y los teléfonos celulares2",8," Los últimos modelos de celulares vienen con cámaras y juegos."
51,"Los niños y los teléfonos celulares2",8," Estas son algunas de las principales razones por las que los niños y adolescentes se interesan en ellos y quieren el suyo."
51,"Los niños y los teléfonos celulares2",8," Dependiendo del comportamiento y rendimiento que tengan en el colegio, un celular podría ser una buena recompensa por sus esfuerzos."
51,"Los niños y los teléfonos celulares2",8,"Un teléfono celular puede brindar al padre o madre de familia la tranquilidad de saber que puede localizar a su hijo."
51,"Los niños y los teléfonos celulares2",8," Cuando sale, puede estar tranquilo de que está a su alcance y seguro con un celular en sus manos."
51,"Los niños y los teléfonos celulares2",8," Si van a regresar tarde a casa, o cambian de planes sobre la marcha, con un celular es muy simple avisar."
51,"Los niños y los teléfonos celulares2",8,"Independientemente de la edad que tenga su hijo, debe estar preparado para las pérdidas, daños y robos de los teléfonos celulares."
55,"Los otakus van al frente3",8,"Libro 1."
51,"Los niños y los teléfonos celulares2",8,"Los niños menores de 8 años de edad nunca deberían usar celulares, y los que están entre los 9 y los 14 años deben restringir su uso al mínimo, y sustituir buena parte de las llamadas por el envío de mensajes de texto."
51,"Los niños y los teléfonos celulares2",8,"El cráneo de los niños no es suficientemente grueso y la radiación penetra con más facilidad en sus cerebros."
51,"Los niños y los teléfonos celulares2",8," Además, su sistema nervioso no está totalmente desarrollado, por lo que la exposición a la radiación desde temprana edad aumenta su probabilidad de dañar su sistema nervioso y, por tanto, de desarrollar enfermedades nerviosas más adelante."
51,"Los niños y los teléfonos celulares2",8," Según esto, los padres de familia deben analizar qué tan provechoso es comprar teléfonos celulares a sus hijos pequeños, ya que los daños en su salud podrían afectarlos negativamente a corto o a largo plazo."
51,"Los niños y los teléfonos celulares2",8,"Según Henry Lai, profesor de la Universidad de Washington, cuando usted usa un celular, su cabeza absorbe del 70 % al 80 % de la radiación emitida por la antena, y puede generar daños serios en sus funciones cerebrales."
51,"Los niños y los teléfonos celulares2",8,"El creciente número de niños que utilizan celulares es preocupante, porque esto los someterá durante muchos años a las radiaciones."
51,"Los niños y los teléfonos celulares2",8," El uso de celulares por más de diez años aumenta cuatro veces el riesgo de tumores en los oídos."
51,"Los niños y los teléfonos celulares2",8,"Actualmente, se desalienta la fabricación de celulares con especiales detalles para llamar la atención de los niños, como colores y juegos electrónicos, porque su uso produce daños neurológicos y afecta el desarrollo evolutivo, además de los resultados escolares de los niños hasta la preadolescencia."
51,"Los niños y los teléfonos celulares2",8,"El uso de celulares por parte de los niños, más que verse como una moda, debe limitarse y restringirse a cuando tienen una enfermedad o a una emergencia."
51,"Los niños y los teléfonos celulares2",8," Asimismo, los padres de familia deben tomar el control sobre los aparatos electrónicos que compran a sus hijos y, sobre todo, analizar el peligro que estos representan."
51,"Los niños y los teléfonos celulares2",8,"Libro 1."
51,"Los niños y los teléfonos celulares2",8,"indb 26 ."
52,"Energía solar para el Perú",8,"Libro 1."
52,"Energía solar para el Perú",8,"indb 28 ."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Quechua: inclusión social Por Hugo Carrillo."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Una iniciativa ciudadana ha impulsado un proyecto de ley cuyo objetivo es lograr que el quechua se enseñe en todos los colegios del país."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Esperamos que este proyecto se pueda presentar el próximo semestre al Congreso de la República por lo menos con 100 000 firmas para que podamos discutirlo y aprobarlo."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Esta iniciativa despierta el interés no solo en el Perú, sino también en otros países donde se habla nuestro idioma originario y en el ámbito académico, en el que el quechua se estudia, investiga y enseña en más de 25 universidades de todo el mundo."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Esta propuesta debe ser avalada bajo la plena convicción de que nuestro principal idioma originario es una herencia mucho más valiosa que cualquier resto arqueológico que las culturas prehispánicas nos hayan podido legar."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," De hecho, el quechua es la única herencia prehispánica que no se encuentra en ruinas, pero para que siga vivo, debemos usarlo y escribirlo cada vez más."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Por eso, esta propuesta es tan importante, ya que si se enseña quechua en todos los colegios, este idioma prevalecerá y fortaleceremos nuestra identidad."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Sin duda, se trata de una tarea compleja y de largo plazo que supone, entre otras cosas, capacitar a miles de maestros para que puedan usar el quechua en el proceso de enseñanza."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Asimismo, se tendrá que desarrollar una metodología necesaria para fortalecer el aprendizaje."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"A todo esto se suman otras razones para impulsar esta propuesta de ley."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Entre ellas, están los derechos lingüísticos de los pueblos originarios, tales como recibir educación, acceder a la justicia y a la salud y, en general, garantizar que los servicios públicos se brinden en su propio idioma, según el inciso 19 del artículo 2 de la Constitución Política del Perú."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Libro 1."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"indb 32 Este derecho humano fundamental nos obliga a exigir que todos los médicos, los magistrados del Poder Judicial, los maestros que trabajan en las escuelas de los departamentos andinos y las personas que trabajan brindando servicios para la población sepan quechua o la lengua de uso mayoritario en el lugar donde se encuentran."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Por ello, esta obligación no se puede dejar de lado, y la propuesta legislativa que nos ocupa contribuye a su reconocimiento en todo el Perú."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Debemos aprender el quechua para preservarlo, fortalecer el amor por la patria y afirmar nuestra identidad."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Este idioma contiene, además de palabras para designar cosas o sucesos, conceptos, saberes, valores, estética y conocimientos que permitieron a nuestros antepasados hacer lo que nos legaron como herencia histórica."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Son, precisamente, los saberes y logros de nuestros antepasados los que siguen asombrando al mundo: la domesticación de miles de plantas para la alimentación y la salud de la humanidad, las técnicas de riego y construcción de acueductos, las técnicas de conservación de alimentos, la construcción de inmensos edificios y ciudades, miles de kilómetros de caminos en las zonas más agrestes del inmenso Tahuantinsuyo, entre otros."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Resulta necesario aprender el idioma quechua y esto debe realizarse a través de uno de los pilares más importantes: la educación escolar."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Así, se fortalecerá nuestra identidad."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"¿Se debe exigir la enseñanza del quechua? Por Isabel García."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Quienes han aprendido una segunda lengua, y la hablan bien, saben que hay detrás mucho tiempo y esfuerzo invertido."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Se trata de un conjunto de habilidades y destrezas orales y escritas, de comprensión y expresión, que –una vez adquiridas– requieren constante práctica para mantenerlas activas."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"Esta inversión se hace con éxito cuando uno está motivado de alguna manera."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," Una motivación interna puede ser la identificación con las personas que hablan la lengua que uno quiere aprender; la valoración positiva que uno da a esta lengua y a la cultura a la que pertenece."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8," En cambio, un ascenso, una beca, un premio o algún tipo de reconocimiento son motivaciones externas."
53,"Debate: ¿se debe exigir la enseñanza del quechua?1",8,"En la educación, valoramos la motivación como condición para que se produzca el aprendizaje."
